表章項目_code,表章項目,出入国者_code,出入国者,入国・出国_code,入国・出国,港_code,港,時間軸(年次)_code,時間軸(年次),unit,value
140,出入国者,100,計,100,総数,50350,仙台塩釜,2010000000,2010年,人,1149
140,出入国者,100,計,100,総数,50350,仙台塩釜,2009000000,2009年,人,24
140,出入国者,100,計,100,総数,50350,仙台塩釜,2008000000,2008年,人,31
140,出入国者,100,計,100,総数,50350,仙台塩釜,2007000000,2007年,人,79
140,出入国者,100,計,100,総数,50350,仙台塩釜,2006000000,2006年,人,85
140,出入国者,100,計,100,総数,50360,小名浜,2024000000,2024年,人,3
140,出入国者,100,計,100,総数,50360,小名浜,2023000000,2023年,人,2
140,出入国者,100,計,100,総数,50360,小名浜,2019000000,2019年,人,2
140,出入国者,100,計,100,総数,50360,小名浜,2018000000,2018年,人,7
140,出入国者,100,計,100,総数,50360,小名浜,2017000000,2017年,人,3
140,出入国者,100,計,100,総数,50360,小名浜,2016000000,2016年,人,8
140,出入国者,100,計,100,総数,50360,小名浜,2015000000,2015年,人,7
140,出入国者,100,計,100,総数,50360,小名浜,2014000000,2014年,人,4
140,出入国者,100,計,100,総数,50360,小名浜,2013000000,2013年,人,9
140,出入国者,100,計,100,総数,50360,小名浜,2012000000,2012年,人,9
140,出入国者,100,計,100,総数,50360,小名浜,2011000000,2011年,人,4
140,出入国者,100,計,100,総数,50360,小名浜,2010000000,2010年,人,135
140,出入国者,100,計,100,総数,50360,小名浜,2009000000,2009年,人,15
140,出入国者,100,計,100,総数,50360,小名浜,2008000000,2008年,人,51
140,出入国者,100,計,100,総数,50360,小名浜,2007000000,2007年,人,132
140,出入国者,100,計,100,総数,50360,小名浜,2006000000,2006年,人,1
140,出入国者,100,計,100,総数,50370,酒田,2024000000,2024年,人,1
140,出入国者,100,計,100,総数,50370,酒田,2020000000,2020年,人,1
140,出入国者,100,計,100,総数,50370,酒田,2019000000,2019年,人,2652
140,出入国者,100,計,100,総数,50370,酒田,2018000000,2018年,人,3
140,出入国者,100,計,100,総数,50370,酒田,2016000000,2016年,人,353
140,出入国者,100,計,100,総数,50370,酒田,2015000000,2015年,人,4
140,出入国者,100,計,100,総数,50370,酒田,2013000000,2013年,人,936
140,出入国者,100,計,100,総数,50370,酒田,2012000000,2012年,人,4
140,出入国者,100,計,100,総数,50370,酒田,2011000000,2011年,人,1
140,出入国者,100,計,100,総数,50370,酒田,2010000000,2010年,人,39
140,出入国者,100,計,100,総数,50370,酒田,2009000000,2009年,人,3
140,出入国者,100,計,100,総数,50370,酒田,2007000000,2007年,人,1
140,出入国者,100,計,100,総数,50370,酒田,2006000000,2006年,人,3
140,出入国者,100,計,100,総数,50380,秋田船川,2024000000,2024年,人,13514
140,出入国者,100,計,100,総数,50380,秋田船川,2023000000,2023年,人,5380
140,出入国者,100,計,100,総数,50380,秋田船川,2022000000,2022年,人,2
140,出入国者,100,計,100,総数,50380,秋田船川,2020000000,2020年,人,1
140,出入国者,100,計,100,総数,50380,秋田船川,2019000000,2019年,人,3371
140,出入国者,100,計,100,総数,50380,秋田船川,2018000000,2018年,人,5437
140,出入国者,100,計,100,総数,50380,秋田船川,2017000000,2017年,人,3578
140,出入国者,100,計,100,総数,50380,秋田船川,2016000000,2016年,人,6
140,出入国者,100,計,100,総数,50380,秋田船川,2015000000,2015年,人,8458
140,出入国者,100,計,100,総数,50380,秋田船川,2014000000,2014年,人,5
140,出入国者,100,計,100,総数,50380,秋田船川,2013000000,2013年,人,2
140,出入国者,100,計,100,総数,50380,秋田船川,2012000000,2012年,人,1
140,出入国者,100,計,100,総数,50380,秋田船川,2011000000,2011年,人,16
140,出入国者,100,計,100,総数,50380,秋田船川,2010000000,2010年,人,1372
140,出入国者,100,計,100,総数,50380,秋田船川,2009000000,2009年,人,14
140,出入国者,100,計,100,総数,50380,秋田船川,2008000000,2008年,人,7
140,出入国者,100,計,100,総数,50380,秋田船川,2007000000,2007年,人,3
140,出入国者,100,計,100,総数,50380,秋田船川,2006000000,2006年,人,11
140,出入国者,100,計,100,総数,50390,宮古,2006000000,2006年,人,1
140,出入国者,100,計,100,総数,50400,大船渡,2019000000,2019年,人,5
140,出入国者,100,計,100,総数,50400,大船渡,2013000000,2013年,人,6
140,出入国者,100,計,100,総数,50400,大船渡,2010000000,2010年,人,1
140,出入国者,100,計,100,総数,50410,石巻,2024000000,2024年,人,14
140,出入国者,100,計,100,総数,50410,石巻,2023000000,2023年,人,3
140,出入国者,100,計,100,総数,50410,石巻,2020000000,2020年,人,3
140,出入国者,100,計,100,総数,50410,石巻,2019000000,2019年,人,15
140,出入国者,100,計,100,総数,50410,石巻,2018000000,2018年,人,16
140,出入国者,100,計,100,総数,50410,石巻,2017000000,2017年,人,310
140,出入国者,100,計,100,総数,50410,石巻,2016000000,2016年,人,2
140,出入国者,100,計,100,総数,50410,石巻,2015000000,2015年,人,6
140,出入国者,100,計,100,総数,50410,石巻,2014000000,2014年,人,5
140,出入国者,100,計,100,総数,50410,石巻,2013000000,2013年,人,784
140,出入国者,100,計,100,総数,50410,石巻,2012000000,2012年,人,3
140,出入国者,100,計,100,総数,50410,石巻,2011000000,2011年,人,21
140,出入国者,100,計,100,総数,50410,石巻,2010000000,2010年,人,21
140,出入国者,100,計,100,総数,50410,石巻,2009000000,2009年,人,25
140,出入国者,100,計,100,総数,50410,石巻,2008000000,2008年,人,8
140,出入国者,100,計,100,総数,50410,石巻,2007000000,2007年,人,26
140,出入国者,100,計,100,総数,50410,石巻,2006000000,2006年,人,39
140,出入国者,100,計,100,総数,50420,三沢(空港),2024000000,2024年,人,3739
140,出入国者,100,計,100,総数,50420,三沢(空港),2023000000,2023年,人,5513
140,出入国者,100,計,100,総数,50420,三沢(空港),2022000000,2022年,人,4944
140,出入国者,100,計,100,総数,50420,三沢(空港),2021000000,2021年,人,5675
140,出入国者,100,計,100,総数,50420,三沢(空港),2020000000,2020年,人,4678
140,出入国者,100,計,100,総数,50420,三沢(空港),2019000000,2019年,人,6238
140,出入国者,100,計,100,総数,50420,三沢(空港),2018000000,2018年,人,6101
140,出入国者,100,計,100,総数,50420,三沢(空港),2017000000,2017年,人,4637
140,出入国者,100,計,100,総数,50420,三沢(空港),2016000000,2016年,人,5743
140,出入国者,100,計,100,総数,50420,三沢(空港),2015000000,2015年,人,6827
140,出入国者,100,計,100,総数,50420,三沢(空港),2014000000,2014年,人,8602
140,出入国者,100,計,100,総数,50420,三沢(空港),2013000000,2013年,人,4494
140,出入国者,100,計,100,総数,50420,三沢(空港),2012000000,2012年,人,1809
140,出入国者,100,計,100,総数,50420,三沢(空港),2011000000,2011年,人,3382
140,出入国者,100,計,100,総数,50420,三沢(空港),2010000000,2010年,人,2684
140,出入国者,100,計,100,総数,50420,三沢(空港),2009000000,2009年,人,289
140,出入国者,100,計,100,総数,50420,三沢(空港),2008000000,2008年,人,76
140,出入国者,100,計,100,総数,50420,三沢(空港),2007000000,2007年,人,144
140,出入国者,100,計,100,総数,50420,三沢(空港),2006000000,2006年,人,527
140,出入国者,100,計,100,総数,50430,八戸(空港),2024000000,2024年,人,1
140,出入国者,100,計,100,総数,50430,八戸(空港),2010000000,2010年,人,1
140,出入国者,100,計,100,総数,50430,八戸(空港),2008000000,2008年,人,10
140,出入国者,100,計,100,総数,50440,気仙沼,2015000000,2015年,人,1
140,出入国者,100,計,100,総数,50440,気仙沼,2014000000,2014年,人,11
140,出入国者,100,計,100,総数,50440,気仙沼,2010000000,2010年,人,20
140,出入国者,100,計,100,総数,50440,気仙沼,2009000000,2009年,人,5
140,出入国者,100,計,100,総数,50440,気仙沼,2008000000,2008年,人,6
140,出入国者,100,計,100,総数,50440,気仙沼,2006000000,2006年,人,1
140,出入国者,100,計,100,総数,50450,大湊,2015000000,2015年,人,8
140,出入国者,100,計,100,総数,50450,大湊,2014000000,2014年,人,2
140,出入国者,100,計,100,総数,50450,大湊,2012000000,2012年,人,12
140,出入国者,100,計,100,総数,50450,大湊,2010000000,2010年,人,9
140,出入国者,100,計,100,総数,50460,仙台(空港),2024000000,2024年,人,471630
140,出入国者,100,計,100,総数,50460,仙台(空港),2023000000,2023年,人,265208
140,出入国者,100,計,100,総数,50460,仙台(空港),2022000000,2022年,人,942
140,出入国者,100,計,100,総数,50460,仙台(空港),2020000000,2020年,人,71465
140,出入国者,100,計,100,総数,50460,仙台(空港),2019000000,2019年,人,396477
140,出入国者,100,計,100,総数,50460,仙台(空港),2018000000,2018年,人,309170
140,出入国者,100,計,100,総数,50460,仙台(空港),2017000000,2017年,人,271180
140,出入国者,100,計,100,総数,50460,仙台(空港),2016000000,2016年,人,187909
140,出入国者,100,計,100,総数,50460,仙台(空港),2015000000,2015年,人,173522
140,出入国者,100,計,100,総数,50460,仙台(空港),2014000000,2014年,人,166620
140,出入国者,100,計,100,総数,50460,仙台(空港),2013000000,2013年,人,172580
140,出入国者,100,計,100,総数,50460,仙台(空港),2012000000,2012年,人,178327
140,出入国者,100,計,100,総数,50460,仙台(空港),2011000000,2011年,人,88152
140,出入国者,100,計,100,総数,50460,仙台(空港),2010000000,2010年,人,272015
140,出入国者,100,計,100,総数,50460,仙台(空港),2009000000,2009年,人,238064
140,出入国者,100,計,100,総数,50460,仙台(空港),2008000000,2008年,人,288641
140,出入国者,100,計,100,総数,50460,仙台(空港),2007000000,2007年,人,351604
140,出入国者,100,計,100,総数,50460,仙台(空港),2006000000,2006年,人,331165
140,出入国者,100,計,100,総数,50470,能代,2024000000,2024年,人,1
140,出入国者,100,計,100,総数,50470,能代,2018000000,2018年,人,3
140,出入国者,100,計,100,総数,50470,能代,2017000000,2017年,人,2
140,出入国者,100,計,100,総数,50470,能代,2016000000,2016年,人,2
140,出入国者,100,計,100,総数,50470,能代,2015000000,2015年,人,1
140,出入国者,100,計,100,総数,50470,能代,2014000000,2014年,人,3
140,出入国者,100,計,100,総数,50470,能代,2013000000,2013年,人,2
140,出入国者,100,計,100,総数,50470,能代,2012000000,2012年,人,1
140,出入国者,100,計,100,総数,50470,能代,2011000000,2011年,人,6
140,出入国者,100,計,100,総数,50470,能代,2010000000,2010年,人,2
140,出入国者,100,計,100,総数,50470,能代,2009000000,2009年,人,3
140,出入国者,100,計,100,総数,50470,能代,2008000000,2008年,人,1
140,出入国者,100,計,100,総数,50480,相馬,2024000000,2024年,人,2
140,出入国者,100,計,100,総数,50480,相馬,2023000000,2023年,人,1
140,出入国者,100,計,100,総数,50480,相馬,2020000000,2020年,人,2
140,出入国者,100,計,100,総数,50480,相馬,2019000000,2019年,人,7
140,出入国者,100,計,100,総数,50480,相馬,2018000000,2018年,人,2
140,出入国者,100,計,100,総数,50480,相馬,2017000000,2017年,人,9
140,出入国者,100,計,100,総数,50480,相馬,2016000000,2016年,人,4
140,出入国者,100,計,100,総数,50480,相馬,2015000000,2015年,人,4
140,出入国者,100,計,100,総数,50480,相馬,2013000000,2013年,人,3
140,出入国者,100,計,100,総数,50480,相馬,2012000000,2012年,人,10
140,出入国者,100,計,100,総数,50480,相馬,2010000000,2010年,人,6
140,出入国者,100,計,100,総数,50480,相馬,2009000000,2009年,人,8
140,出入国者,100,計,100,総数,50480,相馬,2006000000,2006年,人,1
140,出入国者,100,計,100,総数,50490,秋田(空港),2024000000,2024年,人,33639
140,出入国者,100,計,100,総数,50490,秋田(空港),2023000000,2023年,人,2307
140,出入国者,100,計,100,総数,50490,秋田(空港),2019000000,2019年,人,11874
140,出入国者,100,計,100,総数,50490,秋田(空港),2018000000,2018年,人,17721
140,出入国者,100,計,100,総数,50490,秋田(空港),2017000000,2017年,人,18303
140,出入国者,100,計,100,総数,50490,秋田(空港),2016000000,2016年,人,7886
140,出入国者,100,計,100,総数,50490,秋田(空港),2015000000,2015年,人,29477
140,出入国者,100,計,100,総数,50490,秋田(空港),2014000000,2014年,人,26905
140,出入国者,100,計,100,総数,50490,秋田(空港),2013000000,2013年,人,30452
140,出入国者,100,計,100,総数,50490,秋田(空港),2012000000,2012年,人,34067
140,出入国者,100,計,100,総数,50490,秋田(空港),2011000000,2011年,人,35037
140,出入国者,100,計,100,総数,50490,秋田(空港),2010000000,2010年,人,47681
140,出入国者,100,計,100,総数,50490,秋田(空港),2009000000,2009年,人,37047
140,出入国者,100,計,100,総数,50490,秋田(空港),2008000000,2008年,人,38295
140,出入国者,100,計,100,総数,50490,秋田(空港),2007000000,2007年,人,36248
140,出入国者,100,計,100,総数,50490,秋田(空港),2006000000,2006年,人,44725
140,出入国者,100,計,100,総数,50500,山形(空港),2024000000,2024年,人,8507
140,出入国者,100,計,100,総数,50500,山形(空港),2023000000,2023年,人,4254
140,出入国者,100,計,100,総数,50500,山形(空港),2020000000,2020年,人,7433
140,出入国者,100,計,100,総数,50500,山形(空港),2019000000,2019年,人,28023
140,出入国者,100,計,100,総数,50500,山形(空港),2018000000,2018年,人,13470
140,出入国者,100,計,100,総数,50500,山形(空港),2017000000,2017年,人,2628
140,出入国者,100,計,100,総数,50500,山形(空港),2016000000,2016年,人,5069
140,出入国者,100,計,100,総数,50500,山形(空港),2015000000,2015年,人,2198
140,出入国者,100,計,100,総数,50500,山形(空港),2014000000,2014年,人,1206
140,出入国者,100,計,100,総数,50500,山形(空港),2013000000,2013年,人,681
140,出入国者,100,計,100,総数,50500,山形(空港),2012000000,2012年,人,2363
140,出入国者,100,計,100,総数,50500,山形(空港),2011000000,2011年,人,391
140,出入国者,100,計,100,総数,50500,山形(空港),2010000000,2010年,人,6521
140,出入国者,100,計,100,総数,50500,山形(空港),2009000000,2009年,人,4065
140,出入国者,100,計,100,総数,50500,山形(空港),2008000000,2008年,人,720
140,出入国者,100,計,100,総数,50500,山形(空港),2007000000,2007年,人,304
140,出入国者,100,計,100,総数,50500,山形(空港),2006000000,2006年,人,1744
140,出入国者,100,計,100,総数,50510,花巻(空港),2024000000,2024年,人,33037
140,出入国者,100,計,100,総数,50510,花巻(空港),2023000000,2023年,人,22108
140,出入国者,100,計,100,総数,50510,花巻(空港),2022000000,2022年,人,5
140,出入国者,100,計,100,総数,50510,花巻(空港),2020000000,2020年,人,6923
